,Input.image,Input.image,absolute-clarity-vs-relative-clarity,multiplicity-vs-unity,Linearly-vs-Painterly,Planar-vs-Recessional,closed-form-vs-open-form,amusement,anger,awe,contentment,disgust,excitement,fear,sadness,something else,overall_negative,overall_positive,overall_something
49,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000452.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000452.png,0.8,0.7,1.0,0.75,0.8,0,0,0,2,0,2,1,0,0,0,1,0
50,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000461.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000461.png,0.65,0.55,0.9,0.55,0.65,1,0,1,0,0,0,1,1,1,0,1,0
51,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000467.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000467.png,0.6,0.7,0.95,0.85,0.65,0,0,0,0,0,1,4,0,0,1,0,0
52,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000504.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000504.png,0.75,0.4,0.65,0.75,0.6,0,0,0,1,0,1,1,0,2,0,1,0
53,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000525.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000525.png,0.65,0.7,0.8,0.55,0.75,0,0,1,1,0,2,0,1,0,0,1,0
54,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000532.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000532.png,0.75,0.45,0.6,0.55,0.5,1,0,1,1,0,1,0,0,1,0,1,0
55,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000539.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000539.png,0.5,0.65,0.9,0.4,0.65,2,0,0,1,0,1,0,1,0,0,1,0
56,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000565.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000565.png,0.55,0.6,0.6,0.55,0.6,1,0,0,0,0,1,2,1,0,1,0,0
57,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000573.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000573.png,0.6,0.65,0.8,0.6,0.35,0,0,0,3,1,0,0,0,1,0,1,0
58,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000574.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000574.png,0.65,0.4,0.65,0.65,0.75,1,0,2,0,1,1,0,0,0,0,1,0
59,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000581.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000581.png,0.6,0.65,0.7,0.65,0.55,0,0,0,1,0,1,2,0,1,0,1,0
60,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000604.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000604.png,0.75,0.6,0.7,0.6,0.8,1,0,0,0,2,1,0,0,1,0,1,0
61,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000617.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000617.png,0.7,0.6,0.65,0.4,0.55,0,0,0,2,0,2,1,0,0,0,1,0
62,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000621.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000621.png,0.8,0.55,0.85,0.55,0.55,0,0,1,0,1,1,1,1,0,1,0,0
63,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000624.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000624.png,0.9,0.85,0.85,0.75,0.5,0,0,2,1,0,1,0,1,0,0,1,0
64,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000631.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000631.png,0.7,0.45,0.95,0.8,0.8,2,0,1,0,1,1,0,0,0,0,1,0
65,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000635.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000635.png,0.65,0.85,1.0,0.9,0.55,0,0,0,2,1,0,2,0,0,1,0,0
66,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000638.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000638.png,0.85,0.7,0.9,0.5,0.65,0,0,1,1,0,1,1,1,0,0,1,0
67,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000647.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000647.png,0.6,0.7,0.7,0.55,0.55,0,0,0,1,0,1,0,1,2,0,1,0
68,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000652.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000652.png,0.8,0.75,0.75,0.35,0.6,0,0,0,0,1,1,3,0,0,1,0,0
69,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000660.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000660.png,0.7,0.7,0.55,0.5,0.65,0,0,0,2,1,1,1,0,0,0,1,0
